,Title,Author,Publication,Format,ISBN,Series,Physical Details,Source
4163,"""fundamentals of data communication networks""","""ibe, oliver c. (oliver chukwudi), 1947-""","""hoboken, nj, usa""","""electronic books.""",9781119436294,"""nan""","""1 online resource""",b
4165,"""privacy in the age of big data : recognizing threats, defending your rights, and protecting your family""","""payton, theresa, 1966-""","""lanham, maryland""","""nan""",9781442242579,"""nan""","""xvi, 305 pages ; 23 cm""",b
4167,"""euro-par 2015 : parallel processing : 21st international conference on parallel and distributed computing, vienna, austria, august 24-28, 2015, proceedings""","""trã¤ff, jesper, | hunold, sascha, | versaci, francesco,""","""heidelberg""","""electronic books. | conference papers and proceedings.""",9783662480960,"""lecture notes in computer science ; 9233. 0302-9743 lecture notes in computer science. advanced research in computing and software science. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxxv, 703 pages)""",b
4168,"""advances in computational intelligence : theory and practice""","""schwefel, hans-paul.""","""berlin, heidelberg""","""electronic books.""",9783662056097,"""natural computing series.""","""1 online resource (ix, 326 p.).""",b
4169,"""economics of information security and privacy""","""moore, tyler | pym, david j. | ioannidis, c.""","""new york""","""electronic books.""",9781441969668,"""nan""","""1 online resource (xvii, 320 pages)""",b
4170,"""introduction to scientific programming and simulation using r""","""jones, owen (owen dafydd)""","""boca raton""","""electronic books.""",9781420068740,"""chapman & hall/crc the r series (crc press)""","""1 online resource (xix, 453 pages)""",b
4171,"""text understanding in lilog : integrating computational linguistics and artificial intelligence : final report on the ibm germany lilog-project""","""herzog, o. | rollinger, claus-rainer.""","""berlin ; springer-verlag, â©1991.""","""electronic books.""",9783540384939,"""lecture notes in computer science ; 546. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xi, 738 pages)""",b
4172,"""algorithmic learning theory : 26th international conference, alt 2015, banff, ab, canada, october 4-6, 2015, proceedings""","""chaudhuri, kamalika, | gentile, claudio, | zilles, sandra,""","""cham""","""electronic books.""",9783319244860,"""lecture notes in computer science ; 9355. 0302-9743 lecture notes in computer science. lecture notes in artificial intelligence. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xvii, 395 p.)""",b
4173,"""the creative destruction of medicine : how the digital revolution will create better health care""","""topol, eric j., 1954-""","""new york""","""nan""",9780465025503,"""nan""","""xi, 303 pages""",b
4175,"""software solutions for engineers and scientists""","""sanchez, julio, 1938-""","""boca raton""","""electronic books.""",9781420043037,"""nan""","""1 online resource (xxv, 918 pages)""",b
4176,"""advances in intelligent information hiding and multimedia signal processing : proceeding of the twelfth international conference on intelligent information hiding and multimedia...""","""pan, jeng-shyang. | tsai, pei-wei. | huang, hsiang-cheh.""","""cham""","""electronic books.""",9783319502090,"""smart innovation, systems, and technologies ; 63.""","""1 online resource (338 p.).""",b
4177,"""retrieval of medicinal chemical information : based on a symposium cosponsored by the divisions of computers in chemistry and chemical information at the 175th meeting of the...""","""howe, w. jeffrey | milne, margaret m., | pennell, ann f.,""","""washington, d.c.""","""electronic books. | congresses. | conference papers and proceedings.""",9780841205765,"""acs symposium series ; 84.""","""1 online resource (viii, 231 pages).""",b
4179,"""qualitative reasoning : modeling and the generation of behavior""","""werthner, hannes.""","""vienna""","""electronic books.""",9783709166246,"""nan""","""1 online resource (xiii, 180 pages)""",b
4180,"""visualization in scientific computing""","""grave, michel.""","""berlin, heidelberg""","""electronic books.""",9783642779022,"""focus on computer graphics, tutorials and perspectives in computer graphics.""","""1 online resource (xii, 215 pages)""",b
4181,"""higher-order components for grid programming : making grids more usable""","""dunnweber, jan.""","""berlin ; springer, â©2009.""","""electronic books.""",9783642008412,"""nan""","""1 online resource (xiii, 186 pages)""",b
4182,"""pro wcf 4 : practical microsoft soa implementation""","""pathak, nishith.""","""new york, ny""","""electronic books.""",9781430233695,"""expert's voice in .net.""","""1 online resource (xix, 446 pages)""",b
4183,"""the dutch language in the digital age = het nederlands in het digitale tijdperk""","""odijk, jan""","""heidelberg""","""electronic books.""",9783642259784,"""white paper series (springer (firm)) 2194-1416""","""1 online resource (iv, 79 pages)""",b
4184,"""conceptual modeling : 34th international conference, er 2015, stockholm, sweden, october 19-22, 2015, proceedings""","""johannesson, paul. | lee, mong li. | liddle, stephen w. | opdahl, andreas l. | pastor lã³pez, ãscar.""","""cham""","""electronic books.""",9783319252643,"""lecture notes in computer science ; 9381. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xxi, 614 p.)""",b
4185,"""parallel computational fluid dynamics : new trends and advances : proceedings of the parallel cfd '93 conference paris, france (may 10-12, 1993)""","""ecer, akin.""","""amsterdam ; elsevier, 1995.""","""electronic books. | conference papers and proceedings.""",9780444819994,"""nan""","""1 online resource (xiii, 560 pages)""",b
4186,"""a course in mathematical cryptography""","""baumslag, gilbert""","""berlin""","""nan""",9783110372762,"""de gruyter graduate.""","""xiii, 376 pages ; 24 cm.""",b
4187,"""designing sound""","""farnell, andy, 1969-""","""cambridge, mass.""","""nan""",9780262014410,"""nan""","""664 p.""",b
4188,"""nordic contributions in is research : 7th scandinavian conference on information systems, scis 2016 and ifip8.6 2016, ljungskile, sweden, august 7-10, 2016, proceedings""","""lundh snis, ulrika,""","""cham""","""electronic books.""",9783319435978,"""lecture notes in business information processing ; 259. 1865-1348""","""1 online resource (xvii, 191 pages)""",b
4189,"""large-scale scientific computing : 10th international conference, lssc 2015, sozopol, bulgaria, june 8-12, 2015. revised selected papers""","""lirkov, ivan, | margenov, svetozar d., | waåniewski, jerzy,""","""cham""","""electronic books.""",9783319265209,"""lecture notes in computer science ; 9374. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xiii, 444 p.)""",b
4190,"""mining multimedia documents""","""karaa, wahiba ben abdessalem, | dey, nilanjan,""","""boca raton""","""electronic books.""",9781315399720,"""nan""","""1 online resource""",b
4192,"""computational linguistics and intelligent text processing : 15th international conference, cicling 2014, kathmandu, nepal, april 6-12, 2014, proceedings. part i""","""gelbukh, alexander,""","""heidelberg""","""electronic books.""",9783642549069,"""lecture notes in computer science ; 8403. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxiv, 531 pages)""",b
4193,"""computational linguistics and intelligent text processing : 15th international conference, cicling 2014, kathmandu, nepal, april 6-12, 2014, proceedings. part ii""","""gelbukh, alexander,""","""heidelberg""","""electronic books.""",9783642549038,"""lecture notes in computer science ; 8404. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxiv, 581 pages)""",b
4194,"""stabilization, safety, and security of distributed systems : 12th international symposium, sss 2010, new york, ny, usa, september 20-22, 2010, proceedings""","""dolev, shlomi.""","""berlin""","""electronic books.""",9783642160233,"""lecture notes in computer science ; 6366. lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xvi, 604 p.)""",b
4195,"""stabilization, safety, and security of distributed systems : 15th international symposium, sss 2013, osaka, japan, november 13-16, 2013. proceedings""","""higashino, teruo,""","""cham""","""electronic books.""",9783319030890,"""lecture notes in computer science ; 8255. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxiv, 380 pages)""",b
4196,"""stabilization, safety, and security of distributed systems : 17th international symposium, sss 2015, edmonton, ab, canada, august 18-21, 2015, proceedings""","""pelc, andrzej, | schwarzmann, alexander a.,""","""cham""","""electronic books.""",9783319217413,"""lecture notes in computer science ; 9212. 0302-9743 lncs sublibrary. sl 1, theoretical computer science and general issues.""","""1 online resource (xxi, 288 pages)""",b
4197,"""bridging the information gap : for small and medium enterprises""","""ganzhorn, karl.""","""berlin, heidelberg""","""electronic books.""",9783642757778,"""nan""","""1 online resource (x, 233 pages)""",b
4198,"""evolution as computation : dimacs workshop, princeton, january 1999""","""landweber, laura f.""","""berlin, heidelberg""","""electronic books.""",9783642556067,"""natural computing series.""","""1 online resource (xv, 332 pages).""",b
4199,"""intelligent scheduling systems""","""brown, donald e.""","""boston, ma""","""electronic books.""",9781461522638,"""operations research/computer science interfaces series ; 3.""","""1 online resource (x, 260 pages).""",b
4200,"""process algebra for parallel and distributed processing""","""alexander, michael, | gardner, william,""","""boca raton""","""electronic books.""",9781420064872,"""chapman & hall/crc computational science series.""","""1 online resource (xxii, 415 pages)""",b
4203,"""legal knowledge and information systems : jurix 2014, the twenty-seventh annual conference""","""hoekstra, rinke,""","""amsterdam, netherlands""","""conference proceedings.""",9781614994671,"""nan""","""xi, 207 pages""",b
4204,"""privacy on the line : the politics of wiretapping and encryption""","""diffie, whitfield.""","""cambridge, mass. ; mit press, 2010.""","""electronic books.""",9780262256018,"""nan""","""1 online resource (xvii, 473 pages)""",b
4205,"""artificial neural nets and genetic algorithms : proceedings of the international conference in norwich, u.k., 1997""","""smith, george d.""","""vienna""","""electronic books. | conference proceedings.""",9783709164921,"""springer computer science.""","""1 online resource (xvi, 634 pages)""",b
4206,"""integrated uncertainty in knowledge modelling and decision making : 5th international symposium, iukm 2016, da nang, vietnam, november 30- december 2, 2016, proceedings""","""huynh, van-nam, | inuiguchi, masahiro, | le, bac, | le, bao nguyen, | denoeux, thierry,""","""cham""","""electronic books. | conference papers and proceedings.""",9783319490465,"""lecture notes in computer science. lecture notes in artificial intelligence ; 9978. lncs sublibrary. sl 7, artificial intelligence.""","""1 online resource (xxiv, 728 pages)""",b
4207,"""zum '95: the z formal specification notation : 9th international conference of z users limerick, ireland, september 7-9, 1995 proceedings""","""bowen, jonathan p.""","""berlin, heidelberg""","""electronic books.""",9783540447825,"""lecture notes in computer science ; 967. 0302-9743""","""1 online resource (xi, 571 p.)""",b
4208,"""bringing telecommunication services to the people -- is&n '95 : third international conference on intelligence in broadband services and networks heraklion, crete, greece,...""","""clarke, anne.""","""berlin, heidelberg""","""electronic books.""",9783540476184,"""lecture notes in computer science ; 998. 0302-9743""","""1 online resource (xii, 510 p.)""",b
4209,"""mobile communications advanced systems and components : 1994 international zurich seminar on digital communications zurich, switzerland, march 8-11, 1994 proceedings""","""gã¼nther, christoph g.""","""berlin, heidelberg""","""electronic books.""",9783540483595,"""lecture notes in computer science ; 783. 0302-9743""","""1 online resource""",b
4210,"""artificial intelligence and symbolic mathematical computing : international conference aismc-1 karlsruhe, germany, august 3-6, 1992 proceedings""","""calmet, jacques.""","""berlin, heidelberg""","""electronic books.""",9783540480631,"""lecture notes in computer science ; 737. 0302-9743""","""1 online resource""",b
4211,"""formal program development : ifip tc2wg 2.1 state-of-the-art report""","""mã¶ller, bernhard.""","""berlin, heidelberg""","""electronic books.""",9783540481973,"""lecture notes in computer science ; 755.""","""1 online resource (vii, 371 p.)""",b
