	Title	Author	Publication	Format	ISBN	Series	Physical Details
9382	Introduction to modeling convection in planets and stars : magnetic field, density stratification, rotation  	Glatzmaier, Gary A., 1949-	Princeton	Electronic books.	1400848903 (electronic bk.)9781400848904 (electronic bk.) (hardback) (hardback) (paperback) (paperback)1306046106 9781306046107	Princeton series in astrophysics.	1 online resource.
9383	Invasive tightly coupled processor arrays  	Lari, Vahid	Singapore	Electronic books.	9789811010583 (electronic bk.)9811010587 (electronic bk.) (print) (print)	Computer architecture and design methodologies.	1 online resource (xxiii, 149 pages)
9384	Secure system design and trustable computing  	Chang, Chip-Hong, | Potkonjak, Miodrag,	Cham	Electronic books.	9783319149714 (electronic book)3319149717 (electronic book) (cloth) (cloth)		1 online resource (xii, 537 pages)
9385	Isaiah Shavitt : a memorial festschrift from theoretical chemistry accounts  	Shepard, Ron, | Pitzer, Russell M., | Dunning, Thom, | Alekseyev, Aleksey B. | Shavitt, Isaiah,	Heidelberg ; New York	Electronic books.	9783662481486 (electronic bk.)3662481480 (electronic bk.)	Highlights in theoretical chemistry ; Vol. 9. 2194-8666	1 online resource
9386	Geographic interpretations of the internet  	Kellerman, Aharon	Switzerland	Electronic books. | Maps. | Maps.	9783319338040 (electronic bk.)3319338048 (electronic bk.) (print) (print)	SpringerBriefs in geography.	1 online resource (xv, 121 pages)
9387	Networking systems design and development  	Chao, Lee, 1951-	Boca Raton, Fla.	Electronic books.	9781420091601 (electronic bk.)1420091603 (electronic bk.) (hardcover ; (hardcover ;		1 online resource
9388	Multimedia encryption and authentication techniques and applications  	Furht, Borivoje. | Kirovski, Darko.	Boca Raton, FL	Electronic books.	9781420013450 (electronic bk.)1420013459 (electronic bk.)	Internet and communications.	1 online resource (395 pages)
9389	Gender-technology relations : exploring stability and change  	Corneliussen, Hilde.	New York	Electronic books.	9780230354623 (electronic bk.)0230354629 (electronic bk.)1283381109 9781283381109		1 online resource
9390	Distributed computing and artificial intelligence, 14th International Conference  	Åmatu, S.,	Cham, Switzerland	Electronic books. | Conference papers and proceedings.	9783319624105 (electronic bk.)3319624105 (electronic bk.)	Advances in intelligent systems and computing ; 620.	1 online resource
9391	The Electronic Chart Display and Information System (ECDIS) : an operational handbook  	Weintrit, Adam.	Boca Raton [Fla.] ; CRC Press, Â©2009.	Electronic books. | Handbooks and manuals.	9781439847640 (electronic bk.)1439847649 (electronic bk.) (set ; (set ;		1 online resource (xxix, 1101 pages)
9392	Epistemology, fieldwork, and anthropology  	Olivier de Sardan, Jean-Pierre	New York, NY		9781137488497 (hardback)1137488492 (hardback)		260 pages
9393	Distributed computing and artificial intelligence, 13th International Conference  	Åmatu, S., | Semalat, Ali, | Bocewicz, Grzegorz, | Sitek, PaweÅ, | Nielsen, Izabela E. | GarcÃ­a GarcÃ­a, JuliÃ¡n A., | Bajo PÃ©rez, Javier,	Switzerland	Electronic books. | Conference papers and proceedings.	9783319401621 (electronic bk.)3319401629 (electronic bk.) (print)	Advances in intelligent systems and computing ; 474.	1 online resource (xx, 567 pages)
9394	Fundamentals of EMS, NMS, and OSSBSS  	Sathyan, Jithesh.	Boca Raton, Fla.	Electronic books.	9781420085747 (electronic bk.)1420085743 (electronic bk.)1306085756 (ebk)9781306085755 (ebk) (hardcover ;		1 online resource (xix, 586 pages)
9395	Current trends on knowledge-based systems  	Alor-HernÃ¡ndez, Giner, | Valencia-GarcÃ­a, Rafael,	Cham	Electronic books.	9783319519050 (electronic bk.)3319519050 (electronic bk.)	Intelligent systems reference library ; v. 120.	1 online resource.
9396	Internet of Vehicles - Safe and Intelligent Mobility : Second International Conference, IOV 2015, Chengdu, China, December 19-21, 2015, Proceedings  	Hsu, Ching-Hsien. | Xia, Feng. | Liu, Xingang. | Wang, Shangguang.	Cham	Electronic books.	9783319272931 electronic bk.3319272934 electronic bk.	Lecture notes in computer science ; 9502. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (xiv, 480 p.)
9397	Audio content security : attack analysis on audio watermarking  	Ghorbani, Sogand	Cambridge, MA	Electronic books.	9780128113844 (electronic bk.)0128113847 (electronic bk.)		1 online resource
9398	Communicating genetics : visualizations and representations  	Yu, Han, 1980-	London, United Kingdom		9781137587787 (alk. paper)1137587784 (alk. paper)		xi, 271 pages
9399	Recent trends in information and communication technology : Proceedings of the 2nd International Conference of Reliable Information and Communication Technology (IRICT 2017)  	Saeed, Faisal. | Gazem, Nadhmi. | Patnaik, Srikanta. | Saed Balaid, Ali Saleh. | Mohammed, Fathey.	Cham	Electronic books. | Conference papers and proceedings.	9783319594279 (electronic bk.)3319594273 (electronic bk.) (print)	Lecture Notes on Data Engineering and Communications Technologies ; v. 5.	1 online resource (931 pages).
9400	Project management analytics : a data-driven approach to making rational and effective project decisions  	Singh, Harjit	Old Tappan, New Jersey	Electronic books.	9780134190488 (electronic bk.)0134190483 (electronic bk.)		1 online resource
9401	Big data marketing : engage your customers more effectively and drive value  	Arthur, Lisa.	Hoboken, New Jersey	Electronic books.	9781118734025 (epub)1118734025 (epub)9781118734056 (pdf)111873405X (pdf)1299966241 (ebk)9781299966246 (ebk) (cloth)		1 online resource
9402	TEX in Practice : Volume 1: Basics  	Bechtolsheim, Stephan.	New York, NY	Electronic books.	9781461243540 electronic bk.1461243548 electronic bk.	Monographs in visual communication.	1 online resource (xl, 386 pages).
9403	Handbook of computational economics. Volume 3  	Schmedders, Karl. | Judd, Kenneth L.	Amsterdam	Electronic books.	9780080931784 0080931782	Handbook of Computational Economics.	1 online resource
9404	Geographical information systems : trends and technologies  	Pourabbas, Elaheh,	Boca Raton, FL		9781466596931 (hardback) 1466596937 (hardback)		x, 347 pages ; 24 cm
9405	Biobanks : patents or open science?  	De Robbio, Antonella.	Cambridge, UK ; Woodhead Pub., 2012.	Electronic books.	1908818611 (electronic bk.)9781908818614 (electronic bk.) (Paper) (Paper)	Woodhead Publishing series in biomedicine ; no. 13.	1 online resource (xv, 54 pages)
9406	Foundations of Intelligent Systems : 22nd International Symposium, ISMIS 2015, Lyon, France, October 21-23, 2015, Proceedings  	Esposito, Floriana. | Pivert, Olivier. | Hacid, Mohand-SaÃ¯d. | RaÅ, Zbigniew W. | Ferilli, Stefano.	Cham	Electronic books.	9783319252520 electronic bk.3319252526 electronic bk.	Lecture notes in computer science ; 9384. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence ; 9384. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (xxiii, 466 p.)
9408	Finite-state methods and natural language processing : 8th international workshop, FSMNLP 2009, Pretoria, South Africa, July 21-24, 2009, revised selected papers  	Yli-JyrÃ¤, Anssi.	Berlin ; Springer-Verlag, c2010.	Electronic books. | Conference papers and proceedings.	9783642146848 3642146848 9783642146831 364214683X	Lecture notes in computer science ; 6062. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.	1 online resource (x, 146 p.).
9409	Research ethics : cases and materials  	Penslar, Robin Levin	Bloomington		0253343127 0253209064 (alk. paper		xvi, 278 p. ; 24 cm.
9410	Numerical computer methods. Part E 	Johnson, Michael L., | Brand, Ludwig.	San Diego	Electronic books.	9780080497228 (electronic bk.) 0080497225 (electronic bk.) 0121827895 (electronic bk.) 9780121827892 (electronic bk.)	Methods in enzymology ; v. 384. 0076-6879	1 online resource (xxxiv, 278 p.)
9411	Decision economics : in the tradition of Herbert A. Simon's Heritage : distributed computing and artificial intelligence, 14th International Conference  	Bucciarelli, Edgardo, | Chen, Shu-Heng, | Corchado, Juan Manuel,	Cham, Switzerland	Electronic books. | Conference papers and proceedings.	9783319608822 (electronic bk.)3319608827 (electronic bk.)	Advances in intelligent systems and computing ; 618.	1 online resource (xviii, 143 pages).
9412	Principles of imprecise-information processing : a new theoretical and technological system  	Lian, Shiyou	Singapore	Electronic books.	9789811015496 (electronic bk.)981101549X (electronic bk.) (print) (print)		1 online resource (xxvi, 648 pages)
9413	Modeling, computing and data handling methodologies for maritime transportation  	Konstantopoulos, Charalampos. | Pantziou, Grammati.	Cham, Switzerland	Electronic books.	9783319618012 (electronic bk.)3319618016 (electronic bk.)	Intelligent systems reference library ; v. 131.	1 online resource.
9414	Medical Image Computing and Computer-Assisted Intervention MICCAI 2000 00 : Third International Conference, Pittsburgh, PA, USA, October 11-14, 2000. Proceedings  	Delp, Scott L. | DiGoia, Anthony M. | Jaramaz, Branislav.	Berlin ; Springer-Verlag Berlin Heidelberg, 2000.	Electronic books.	9783540408994 (electronic bk.) 3540408991 (electronic bk.)	Lecture notes in computer science ; 1935, 0302-9743	1 online resource.
9415	Artificial intelligence in medicine : expert systems  	Fieschi, M. (Marius)	Dordrecht	Electronic books.	9781489934284 electronic bk.1489934286 electronic bk.		1 online resource (xvi, 166 pages)
9417	Mechanical theorem proving in geometries : basic principles  	Wu, Wen-tsÃ¼n.	Vienna	Electronic books.	9783709166390 electronic bk.370916639X electronic bk.	Texts and Monographs in Symbolic Computation, A Series of the Research Institute for Symbolic Computation, Johannes-Kepler-University, Linz, Austria.	1 online resource (xiv, 288 pages)
9418	Advances in parallel and distributed computing and ubiquitous services : UCAWSN & PDCAT 2015  	Park, James J., | Yi, Gangman, | Jeong, Young-Sik, | Shen, Hong,	Singapore	Electronic books. | Conference papers and proceedings.	9789811000683 (electronic bk.)9811000689 (electronic bk.) (print) (print)	Lecture notes in electrical engineering ; v. 368.	1 online resource
9419	Galileo and the Art of Reasoning : Rhetorical Foundations of Logic and Scientific Method  	Finocchiaro, Maurice A.	Dordrecht	Electronic books.	9789027710956 9027710953 9789400990173 9400990170	Boston studies in the philosophy of science ; 61.	1 online resource (volumes).
9420	Network science, a decade later : the Internet and classroom learning  	Feldman, Alan, 1947-	Mahwah, N.J.	Electronic books.	0585189838 (electronic bk.) 9780585189833 (electronic bk.)		1 online resource (xxiv, 186 p.)
9421	Artificial intelligence methods and tools for systems biology 	Dubitzky, Werner, | Azuaje, Francisco.	Dordrecht ; Springer, Â©2004.	Electronic books.	1402028652 electronic bk.9781402028656 electronic bk.	Computational biology ; v. 5.	1 online resource (xvii, 221 pages)
9422	Advances in speech and language technologies for iberian languages : IberSPEECH 2012 Conference, Madrid, Spain, November 21-23, 2012, proceedings  	Torre Toledano, Doroteo.	Heidelberg ; Springer, Â©2012.	Electronic books.	9783642352928 electronic bk.3642352928 electronic bk.	Communications in computer and information science ; 328.	1 online resource.
9423	Parallel computational fluid dynamics : recent developments and advances using parallel computers : proceedings of the Parallel CFD '97 Conference, Manchester, U.K., May 19-21,...	Emerson, D. R.	Amsterdam ; Elsevier, 1998.	Electronic books. | Conference papers and proceedings.	9780080538372 (electronic bk.)0080538371 (electronic bk.)		1 online resource (xiv, 681 pages)
9424	A field guide to geophysics in archaeology 	Oswin, John.	Berlin	Electronic books.	9783540766926 3540766928  cloth cloth	Springer-Praxis books in geophysical sciences.	1 online resource
9425	Extraterrestrial seismology  	Tong, Vincent C. H., | GarcÃ­a, Rafael A.,	Cambridge	Electronic books.	9781107300668 (electronic bk.)1107300665 (electronic bk.)9781316319017 (electronic bk.)1316319016 (electronic bk.)9781316329054 (electronic bk.)1316329054 (electronic bk.) (hardback ; (hardback ;		1 online resource (xxiv, 441 pages)
9426	Integration of AI and OR techniques in constraint programming for combinatorial optimization problems : 7th international conference, CPAIOR 2010, Bologna, Italy, June 14-18,...	Lodi, Andrea. | Milano, Michela. | Toth, Paolo.	Berlin ; Springer, 2010.	Electronic books.	9783642135200 364213520X  pbk. pbk.	Lecture notes in computer science ; 6140. LNCS sublibrary. SL 1, Theoretical computer science and general issues.	1 online resource (xi, 368 p.)
9427	Information processing by biochemical systems : neural network-type configurations  	Filo, Orna.	Hoboken, N.J.	Electronic books.	9780470552681 0470552689 9780470552674 (electronic bk.) 0470552670 (electronic bk.)		1 online resource (xviii, 148 p.)
9428	System modeling and optimization : 26th IFIP TC 7 Conference, CSMO 2013, Klagenfurt, Austria, September 9-13, 2013, Revised selected papers  	PÃ¶tzsche, Christian. | Heuberger, Clemens. | Kaltenbacher, Barbara. | Rendl, Franz.	Heidelberg	Electronic books.	9783662455043 electronic bk.3662455048 electronic bk. print print	IFIP advances in information and communication technology ; 443. 1868-4238	1 online resource (XI, 359 p.)
9429	System-on-Chip Methodologies & Design Languages 	Ashenden, Peter J.	Boston, MA	Electronic books.	9781475732818 electronic bk.1475732813 electronic bk.		1 online resource (x, 342 p.)
9430	Electronic Chips & Systems Design Languages 	Mermet, Jean.	Boston, MA	Electronic books.	9781475733266 electronic bk.1475733267 electronic bk.		1 online resource (ix, 306 p.)
9431	Perspectives on Web Services : Applying SOAP, WSDL and UDDI to Real-World Projects  	Zimmermann, Olaf.	Berlin, Heidelberg	Electronic books.	9783642555145 electronic bk.3642555144 electronic bk.		1 online resource (xxxii, 648 p.)
